うきみにも わすれすしのふ むかしかな おもひいつるを おもひてにして
うきみまて まつとはいはぬ はるなから こころにいそく としのくれかな
うきみよに あらむかきりは しのふとも きえなむのちは ひとやもらさむ
うきみをは こととはすとも かかるよの かなしきことは しるやしらすや
うきみをは わすれはつとも ふるさとの はなのたよりは おもひいてなむ
うきみをも さすかくもゐの つきはかり おなしともとは おもひいつらむ
うきみをも すてはこころの さもあらて たれゆゑならぬ そてやぬれなむ
うきめのみ おひてなかるる うらなれは かりにのみこそ あまはよるらめ
うきもなほ むかしのゆゑと おもはすは いかにこのよを うらみはてまし
うきものと おいのねさめを ききしかと かくてそみける ありあけのつき
うきものと おもひしりなは うのはなの さけるかきねも たつねさらまし
うきものと おもひとりにし みのほとを しらておつるは なみたなりけり
うきものと おもひもはてぬ とりのねに またあふさかの ゆききをそまつ
うきものと ねさめをたれに ならひてか あかつきことに とりのなくらむ
うきものと みしわかれちの ありあけに またやつれなく かけしたふらむ
うきものの さすかにをしき ことしかな とほさかりなむ きみかわかれに
うきゆめは なこりまてこそ かなしけれ このよののちも なほやなけかむ
うきよそと おもはぬむしの なくこゑも きくからかなし あきのゆふくれ
うきよとて いとひすてても いかかせむ そむかぬたにも かすならぬみを
うきよとは おもひしりても そむきえぬ わかこころをや なほいとはまし
うきよとは おもひもしらて すきにけり かすならぬみを あるにまかせて
うきよには あるみもうしと なけきつつ なみたのみこそ ふるここちすれ
うきよには かかれとてこそ うまれけめ ことわりしらぬ わかなみたかな
うきよには きえなはきえね はちすはに やとらはつゆの みともなりなむ
うきよには そこのみくつと なりぬとも やかてしつむな かものかはみつ
うきよには なをととめしと おもへとも このひとかすに いかていらまし
うきよより すみうくとても みをすてて のちはいつへき やまのおくかは
うきよをは あきはててこそ そむきしか またはいかなる けふのわかれそ
うきよをは いつるひことに いとへとも いつかはつきの いるかたをみむ
うきよをは いとひそはてぬ あらましの こころはやまの おくにすめとも
うきよをは そむかはけふも そむきなむ あすもありとは たのむへきみか
うきよをは はなみてたにと おもへとも なほすきかたく はるかせそふく
